event_id,employee_id,event_type,event_date,new_job_title,new_department,new_salary,created_at
1299,E1505,salary_change,2026-07-03,,,119952.0,2026-09-07 15:41:39.186659
1300,E1505,salary_change,2025-08-18,,,106277.0,2026-09-07 15:41:39.186659
1301,E1506,salary_change,2021-04-04,,,68193.0,2026-09-07 15:41:39.186659
1302,E1507,termination,2019-01-14,,,,2026-09-07 15:41:39.186659
1303,E1507,salary_change,2017-10-14,,,95150.0,2026-09-07 15:41:39.186659
1304,E1508,termination,2025-05-12,,,,2026-09-07 15:41:39.186659
1305,E1508,promotion,2025-11-28,Support Specialist,Support,89087.0,2026-09-07 15:41:39.186659
1306,E1508,transfer,2025-02-14,Support Specialist,Support,84725.0,2026-09-07 15:41:39.186659
1307,E1508,transfer,2024-10-31,Finance Analyst,Finance,85468.0,2026-09-07 15:41:39.186659
1308,E1512,salary_change,2024-09-03,,,127290.0,2026-09-07 15:41:39.186659
1309,E1512,transfer,2022-09-01,Finance Analyst,Finance,150828.0,2026-09-07 15:41:39.186659
1310,E1512,transfer,2021-02-09,Support Specialist,Support,128780.0,2026-09-07 15:41:39.186659
1311,E1513,termination,2026-04-24,,,,2026-09-07 15:41:39.186659
1312,E1513,promotion,2026-04-13,Software Engineer,Engineering,89394.0,2026-09-07 15:41:39.186659
1313,E1513,promotion,2026-06-29,Support Specialist,Support,89666.0,2026-09-07 15:41:39.186659
1314,E1514,termination,2026-08-01,,,,2026-09-07 15:41:39.186659
1315,E1514,promotion,2025-11-03,Product Manager,Product,96913.0,2026-09-07 15:41:39.186659
1316,E1514,transfer,2026-06-11,Sales Manager,Sales,90169.0,2026-09-07 15:41:39.186659
1317,E1515,promotion,2020-04-06,Finance Analyst,Finance,116165.0,2026-09-07 15:41:39.186659
1318,E1515,salary_change,2020-05-10,,,107927.0,2026-09-07 15:41:39.186659
1319,E1515,promotion,2025-08-03,Software Engineer,Engineering,122367.0,2026-09-07 15:41:39.186659
1320,E1515,termination,2020-01-14,,,,2026-09-07 15:41:39.186659
1321,E1516,salary_change,2026-02-12,,,70223.0,2026-09-07 15:41:39.186659
1322,E1516,salary_change,2026-07-16,,,68849.0,2026-09-07 15:41:39.186659
1323,E1516,transfer,2026-06-18,Software Engineer,Engineering,73989.0,2026-09-07 15:41:39.186659
1324,E1516,termination,2026-02-25,,,,2026-09-07 15:41:39.186659
1325,E1518,transfer,2025-01-19,Support Specialist,Support,170155.0,2026-09-07 15:41:39.186659
1326,E1518,salary_change,2025-11-26,,,138461.0,2026-09-07 15:41:39.186659
1327,E1519,termination,2023-05-26,,,,2026-09-07 15:41:39.186659
1328,E1520,transfer,2026-04-12,Software Engineer,Engineering,137303.0,2026-09-07 15:41:39.186659
1329,E1521,promotion,2026-02-07,Sales Manager,Sales,65866.0,2026-09-07 15:41:39.186659
1330,E1523,transfer,2022-12-10,Sales Manager,Sales,69655.0,2026-09-07 15:41:39.186659
1331,E1523,promotion,2020-11-14,Data Engineer,Data,75923.0,2026-09-07 15:41:39.186659
1332,E1523,promotion,2023-06-06,Product Manager,Product,69696.0,2026-09-07 15:41:39.186659
1333,E1524,transfer,2017-01-31,Data Engineer,Data,111050.0,2026-09-07 15:41:39.186659
1334,E1524,termination,2018-05-16,,,,2026-09-07 15:41:39.186659
1335,E1524,promotion,2016-12-01,HR Specialist,HR,100342.0,2026-09-07 15:41:39.186659
1336,E1524,transfer,2016-10-01,HR Specialist,HR,101506.0,2026-09-07 15:41:39.186659
1337,E1524,termination,2018-05-16,,,,2026-09-07 15:41:39.186659
1338,E1525,transfer,2018-10-28,Software Engineer,Engineering,89471.0,2026-09-07 15:41:39.186659
1339,E1525,transfer,2020-01-27,Sales Manager,Sales,93261.0,2026-09-07 15:41:39.186659
1340,E1525,promotion,2019-01-24,Sales Manager,Sales,90893.0,2026-09-07 15:41:39.186659
1341,E1525,promotion,2020-08-09,Software Engineer,Engineering,97328.0,2026-09-07 15:41:39.186659
1342,E1526,salary_change,2026-06-15,,,87864.0,2026-09-07 15:41:39.186659
1343,E1526,promotion,2022-03-13,HR Specialist,HR,91576.0,2026-09-07 15:41:39.186659
1344,E1526,termination,2019-10-30,,,,2026-09-07 15:41:39.186659
1345,E1526,promotion,2023-04-26,Software Engineer,Engineering,96960.0,2026-09-07 15:41:39.186659
1346,E1526,transfer,2020-05-26,Software Engineer,Engineering,100277.0,2026-09-07 15:41:39.186659
1347,E1527,termination,2024-09-25,,,,2026-09-07 15:41:39.186659
1348,E1528,termination,2025-04-24,,,,2026-09-07 15:41:39.186659
1349,E1528,salary_change,2023-01-26,,,110732.0,2026-09-07 15:41:39.186659
1350,E1529,termination,2017-02-08,,,,2026-09-07 15:41:39.186659
1351,E1529,transfer,2022-08-28,HR Specialist,HR,86821.0,2026-09-07 15:41:39.186659
1352,E1529,promotion,2018-09-08,Finance Analyst,Finance,96942.0,2026-09-07 15:41:39.186659
1353,E1530,transfer,2026-07-19,HR Specialist,HR,156497.0,2026-09-07 15:41:39.186659
1354,E1530,transfer,2026-07-14,Data Engineer,Data,167038.0,2026-09-07 15:41:39.186659
1355,E1530,salary_change,2026-05-28,,,132697.0,2026-09-07 15:41:39.186659
1356,E1530,promotion,2026-08-30,Finance Analyst,Finance,162353.0,2026-09-07 15:41:39.186659
1357,E1531,transfer,2026-04-13,Support Specialist,Support,85221.0,2026-09-07 15:41:39.186659
1358,E1531,promotion,2026-01-22,Data Engineer,Data,84394.0,2026-09-07 15:41:39.186659
1359,E1531,transfer,2025-12-18,Finance Analyst,Finance,89772.0,2026-09-07 15:41:39.186659
1360,E1531,termination,2025-07-30,,,,2026-09-07 15:41:39.186659
1361,E1533,termination,2024-01-13,,,,2026-09-07 15:41:39.186659
1362,E1533,salary_change,2020-11-10,,,134232.0,2026-09-07 15:41:39.186659
1363,E1534,transfer,2026-06-15,Finance Analyst,Finance,116207.0,2026-09-07 15:41:39.186659
1364,E1534,promotion,2026-07-13,Finance Analyst,Finance,123450.0,2026-09-07 15:41:39.186659
1365,E1534,termination,2026-01-07,,,,2026-09-07 15:41:39.186659
1366,E1535,transfer,2025-11-11,Software Engineer,Engineering,78067.0,2026-09-07 15:41:39.186659
1367,E1536,salary_change,2022-11-19,,,66631.0,2026-09-07 15:41:39.186659
1368,E1536,transfer,2022-09-15,Sales Manager,Sales,76835.0,2026-09-07 15:41:39.186659
1369,E1536,salary_change,2023-03-05,,,62660.0,2026-09-07 15:41:39.186659
1370,E1536,promotion,2021-05-10,Finance Analyst,Finance,66941.0,2026-09-07 15:41:39.186659
1371,E1537,salary_change,2026-03-17,,,127816.0,2026-09-07 15:41:39.186659
1372,E1538,termination,2023-05-25,,,,2026-09-07 15:41:39.186659
1373,E1538,termination,2024-01-29,,,,2026-09-07 15:41:39.186659
1374,E1538,promotion,2026-04-02,Finance Analyst,Finance,94081.0,2026-09-07 15:41:39.186659
1375,E1539,transfer,2020-08-30,Software Engineer,Engineering,79242.0,2026-09-07 15:41:39.186659
1376,E1539,salary_change,2018-05-14,,,74973.0,2026-09-07 15:41:39.186659
1377,E1539,termination,2016-10-04,,,,2026-09-07 15:41:39.186659
1378,E1540,transfer,2025-04-26,Support Specialist,Support,64857.0,2026-09-07 15:41:39.186659
1379,E1540,transfer,2023-04-02,Sales Manager,Sales,60719.0,2026-09-07 15:41:39.186659
1380,E1540,salary_change,2023-06-27,,,51893.0,2026-09-07 15:41:39.186659
1381,E1540,transfer,2023-04-23,HR Specialist,HR,56455.0,2026-09-07 15:41:39.186659
1382,E1541,transfer,2026-04-29,Product Manager,Product,51916.0,2026-09-07 15:41:39.186659
1383,E1541,salary_change,2025-12-11,,,53741.0,2026-09-07 15:41:39.186659
1384,E1541,salary_change,2025-12-25,,,44906.0,2026-09-07 15:41:39.186659
1385,E1541,promotion,2026-03-03,Sales Manager,Sales,52851.0,2026-09-07 15:41:39.186659
1386,E1542,transfer,2023-11-10,Sales Manager,Sales,136475.0,2026-09-07 15:41:39.186659
1387,E1542,promotion,2024-06-09,Software Engineer,Engineering,160975.0,2026-09-07 15:41:39.186659
1388,E1542,salary_change,2023-01-17,,,124493.0,2026-09-07 15:41:39.186659
1389,E1545,salary_change,2023-05-22,,,82890.0,2026-09-07 15:41:39.186659
1390,E1545,salary_change,2023-08-01,,,84713.0,2026-09-07 15:41:39.186659
1391,E1545,salary_change,2021-05-08,,,69056.0,2026-09-07 15:41:39.186659
1392,E1546,salary_change,2018-05-09,,,75498.0,2026-09-07 15:41:39.186659
1393,E1547,salary_change,2026-01-27,,,95475.0,2026-09-07 15:41:39.186659
1394,E1547,transfer,2025-03-30,Sales Manager,Sales,107964.0,2026-09-07 15:41:39.186659
1395,E1547,promotion,2025-12-29,Sales Manager,Sales,103883.0,2026-09-07 15:41:39.186659
1396,E1548,transfer,2021-07-13,Finance Analyst,Finance,146995.0,2026-09-07 15:41:39.186659
1397,E1549,termination,2025-06-20,,,,2026-09-07 15:41:39.186659
1398,E1549,salary_change,2024-04-09,,,89494.0,2026-09-07 15:41:39.186659
1399,E1549,transfer,2025-01-06,Data Engineer,Data,106113.0,2026-09-07 15:41:39.186659
1400,E1550,termination,2026-04-21,,,,2026-09-07 15:41:39.186659
1401,E1551,termination,2019-08-27,,,,2026-09-07 15:41:39.186659
1402,E1551,transfer,2022-12-14,Finance Analyst,Finance,92595.0,2026-09-07 15:41:39.186659
1403,E1551,termination,2019-09-17,,,,2026-09-07 15:41:39.186659
1404,E1552,termination,2023-04-15,,,,2026-09-07 15:41:39.186659
1405,E1553,transfer,2026-08-28,Data Engineer,Data,79500.0,2026-09-07 15:41:39.186659
1406,E1553,salary_change,2026-07-31,,,77552.0,2026-09-07 15:41:39.186659
1407,E1553,promotion,2026-04-17,Software Engineer,Engineering,70545.0,2026-09-07 15:41:39.186659
1408,E1553,termination,2026-06-17,,,,2026-09-07 15:41:39.186659
1409,E1553,transfer,2026-05-15,Product Manager,Product,75717.0,2026-09-07 15:41:39.186659
1410,E1554,termination,2026-07-06,,,,2026-09-07 15:41:39.186659
1411,E1555,termination,2026-08-23,,,,2026-09-07 15:41:39.186659
1412,E1555,salary_change,2026-08-22,,,117262.0,2026-09-07 15:41:39.186659
1413,E1555,termination,2026-07-30,,,,2026-09-07 15:41:39.186659
1414,E1556,termination,2022-08-09,,,,2026-09-07 15:41:39.186659
1415,E1556,promotion,2021-12-09,Sales Manager,Sales,66153.0,2026-09-07 15:41:39.186659
1416,E1556,promotion,2017-08-18,Data Engineer,Data,56586.0,2026-09-07 15:41:39.186659
1417,E1556,promotion,2021-08-22,Finance Analyst,Finance,56634.0,2026-09-07 15:41:39.186659
1418,E1556,transfer,2018-01-22,Data Engineer,Data,66294.0,2026-09-07 15:41:39.186659
1419,E1557,transfer,2026-01-04,Support Specialist,Support,160085.0,2026-09-07 15:41:39.186659
1420,E1557,termination,2022-10-02,,,,2026-09-07 15:41:39.186659
1421,E1557,termination,2022-02-21,,,,2026-09-07 15:41:39.186659
1422,E1557,termination,2026-01-07,,,,2026-09-07 15:41:39.186659
1423,E1557,transfer,2022-06-21,Data Engineer,Data,150367.0,2026-09-07 15:41:39.186659
1424,E1558,promotion,2024-01-02,HR Specialist,HR,69891.0,2026-09-07 15:41:39.186659
1425,E1558,promotion,2023-12-26,Sales Manager,Sales,68368.0,2026-09-07 15:41:39.186659
1426,E1558,salary_change,2024-03-03,,,60072.0,2026-09-07 15:41:39.186659
1427,E1559,promotion,2025-08-17,HR Specialist,HR,148089.0,2026-09-07 15:41:39.186659
1428,E1559,salary_change,2025-08-15,,,113496.0,2026-09-07 15:41:39.186659
1429,E1559,promotion,2026-02-27,Product Manager,Product,132404.0,2026-09-07 15:41:39.186659
1430,E1562,transfer,2026-06-07,Finance Analyst,Finance,133027.0,2026-09-07 15:41:39.186659
1431,E1562,salary_change,2026-04-05,,,124031.0,2026-09-07 15:41:39.186659
1432,E1563,transfer,2023-08-14,HR Specialist,HR,82938.0,2026-09-07 15:41:39.186659
1433,E1563,promotion,2025-01-12,Product Manager,Product,93932.0,2026-09-07 15:41:39.186659
1434,E1563,termination,2026-01-12,,,,2026-09-07 15:41:39.186659
1435,E1563,termination,2026-03-28,,,,2026-09-07 15:41:39.186659
1436,E1563,termination,2024-02-18,,,,2026-09-07 15:41:39.186659
1437,E1564,salary_change,2022-08-26,,,63828.0,2026-09-07 15:41:39.186659
1438,E1564,termination,2023-02-17,,,,2026-09-07 15:41:39.186659
1439,E1564,salary_change,2022-06-23,,,70212.0,2026-09-07 15:41:39.186659
1440,E1565,transfer,2026-06-06,Data Engineer,Data,152812.0,2026-09-07 15:41:39.186659
1441,E1565,promotion,2026-02-27,Software Engineer,Engineering,134922.0,2026-09-07 15:41:39.186659
1442,E1565,termination,2026-03-30,,,,2026-09-07 15:41:39.186659
1443,E1566,termination,2026-04-19,,,,2026-09-07 15:41:39.186659
1444,E1566,transfer,2026-06-01,Product Manager,Product,108587.0,2026-09-07 15:41:39.186659
1445,E1566,termination,2026-08-22,,,,2026-09-07 15:41:39.186659
1446,E1566,promotion,2026-04-07,Support Specialist,Support,104201.0,2026-09-07 15:41:39.186659
1447,E1566,transfer,2026-06-11,HR Specialist,HR,113840.0,2026-09-07 15:41:39.186659
1448,E1567,termination,2024-08-19,,,,2026-09-07 15:41:39.186659
1449,E1567,transfer,2025-08-28,Software Engineer,Engineering,55036.0,2026-09-07 15:41:39.186659
1450,E1567,salary_change,2024-05-16,,,53362.0,2026-09-07 15:41:39.186659
1451,E1567,promotion,2025-01-18,Support Specialist,Support,62988.0,2026-09-07 15:41:39.186659
1452,E1567,salary_change,2023-12-25,,,53236.0,2026-09-07 15:41:39.186659
1453,E1568,salary_change,2025-12-19,,,76861.0,2026-09-07 15:41:39.186659
1454,E1568,salary_change,2026-02-13,,,73473.0,2026-09-07 15:41:39.186659
1455,E1568,salary_change,2025-12-05,,,74633.0,2026-09-07 15:41:39.186659
1456,E1568,promotion,2025-03-09,Data Engineer,Data,76104.0,2026-09-07 15:41:39.186659
1457,E1569,promotion,2022-10-03,Product Manager,Product,85962.0,2026-09-07 15:41:39.186659
1458,E1569,termination,2024-11-13,,,,2026-09-07 15:41:39.186659
1459,E1570,promotion,2022-03-28,Support Specialist,Support,85632.0,2026-09-07 15:41:39.186659
1460,E1570,promotion,2018-03-31,Sales Manager,Sales,87597.0,2026-09-07 15:41:39.186659
1461,E1570,salary_change,2020-09-20,,,84020.0,2026-09-07 15:41:39.186659
1462,E1571,salary_change,2024-09-03,,,129773.0,2026-09-07 15:41:39.186659
1463,E1571,promotion,2021-09-16,Product Manager,Product,141400.0,2026-09-07 15:41:39.186659
1464,E1571,transfer,2024-11-22,HR Specialist,HR,150425.0,2026-09-07 15:41:39.186659
1465,E1571,termination,2026-04-05,,,,2026-09-07 15:41:39.186659
1466,E1571,termination,2023-09-06,,,,2026-09-07 15:41:39.186659
1467,E1572,termination,2026-04-02,,,,2026-09-07 15:41:39.186659
1468,E1572,termination,2025-12-23,,,,2026-09-07 15:41:39.186659
1469,E1572,promotion,2025-12-04,Finance Analyst,Finance,124308.0,2026-09-07 15:41:39.186659
1470,E1572,salary_change,2026-01-11,,,119246.0,2026-09-07 15:41:39.186659
1471,E1572,termination,2025-12-30,,,,2026-09-07 15:41:39.186659
1472,E1573,salary_change,2024-04-12,,,81907.0,2026-09-07 15:41:39.186659
1473,E1573,promotion,2024-11-22,Support Specialist,Support,95560.0,2026-09-07 15:41:39.186659
1474,E1574,salary_change,2026-06-12,,,100591.0,2026-09-07 15:41:39.186659
1475,E1575,termination,2025-08-15,,,,2026-09-07 15:41:39.186659
1476,E1575,salary_change,2025-01-05,,,118233.0,2026-09-07 15:41:39.186659
1477,E1575,transfer,2024-01-22,HR Specialist,HR,124127.0,2026-09-07 15:41:39.186659
1478,E1575,promotion,2025-06-03,Data Engineer,Data,136597.0,2026-09-07 15:41:39.186659
1479,E1576,transfer,2025-05-12,Sales Manager,Sales,92786.0,2026-09-07 15:41:39.186659
1480,E1576,promotion,2023-08-17,Data Engineer,Data,103795.0,2026-09-07 15:41:39.186659
1481,E1576,salary_change,2021-01-01,,,99384.0,2026-09-07 15:41:39.186659
1482,E1576,promotion,2018-08-14,HR Specialist,HR,103840.0,2026-09-07 15:41:39.186659
1483,E1577,salary_change,2025-11-24,,,123507.0,2026-09-07 15:41:39.186659
1484,E1577,salary_change,2026-04-10,,,140760.0,2026-09-07 15:41:39.186659
1485,E1577,transfer,2025-07-27,Data Engineer,Data,136028.0,2026-09-07 15:41:39.186659
1486,E1577,transfer,2025-11-28,HR Specialist,HR,140161.0,2026-09-07 15:41:39.186659
1487,E1579,salary_change,2025-09-16,,,78190.0,2026-09-07 15:41:39.186659
1488,E1579,salary_change,2024-09-09,,,84028.0,2026-09-07 15:41:39.186659
1489,E1579,salary_change,2024-04-21,,,86823.0,2026-09-07 15:41:39.186659
1490,E1580,termination,2025-07-16,,,,2026-09-07 15:41:39.186659
1491,E1580,salary_change,2022-09-18,,,114948.0,2026-09-07 15:41:39.186659
1492,E1581,termination,2025-10-02,,,,2026-09-07 15:41:39.186659
1493,E1581,salary_change,2025-04-07,,,91499.0,2026-09-07 15:41:39.186659
1494,E1583,transfer,2024-02-21,Software Engineer,Engineering,146315.0,2026-09-07 15:41:39.186659
1495,E1584,termination,2026-06-23,,,,2026-09-07 15:41:39.186659
1496,E1584,transfer,2026-08-18,Software Engineer,Engineering,86740.0,2026-09-07 15:41:39.186659
1497,E1584,transfer,2026-06-25,Product Manager,Product,81619.0,2026-09-07 15:41:39.186659
1498,E1584,promotion,2026-07-08,Finance Analyst,Finance,83744.0,2026-09-07 15:41:39.186659
1499,E1585,promotion,2022-05-10,Product Manager,Product,111259.0,2026-09-07 15:41:39.186659
1500,E1585,salary_change,2023-06-09,,,103362.0,2026-09-07 15:41:39.186659
1501,E1585,transfer,2023-10-02,Finance Analyst,Finance,93514.0,2026-09-07 15:41:39.186659
1502,E1586,promotion,2025-06-21,Finance Analyst,Finance,108193.0,2026-09-07 15:41:39.186659
1503,E1586,salary_change,2024-12-13,,,115596.0,2026-09-07 15:41:39.186659
1504,E1586,salary_change,2022-09-04,,,101942.0,2026-09-07 15:41:39.186659
1505,E1587,transfer,2021-06-02,Finance Analyst,Finance,125356.0,2026-09-07 15:41:39.186659
1506,E1587,termination,2025-03-26,,,,2026-09-07 15:41:39.186659
1507,E1587,promotion,2024-05-21,Sales Manager,Sales,125300.0,2026-09-07 15:41:39.186659
1508,E1588,termination,2023-12-02,,,,2026-09-07 15:41:39.186659
1509,E1588,transfer,2023-03-22,Data Engineer,Data,109130.0,2026-09-07 15:41:39.186659
1510,E1588,termination,2023-12-02,,,,2026-09-07 15:41:39.186659
1511,E1588,salary_change,2022-06-06,,,96167.0,2026-09-07 15:41:39.186659
1512,E1590,termination,2024-08-10,,,,2026-09-07 15:41:39.186659
1513,E1590,termination,2021-09-29,,,,2026-09-07 15:41:39.186659
1514,E1590,termination,2024-10-25,,,,2026-09-07 15:41:39.186659
1515,E1591,termination,2024-03-20,,,,2026-09-07 15:41:39.186659
1516,E1591,promotion,2020-12-12,Finance Analyst,Finance,99034.0,2026-09-07 15:41:39.186659
1517,E1591,promotion,2025-02-04,Support Specialist,Support,93805.0,2026-09-07 15:41:39.186659
1518,E1591,promotion,2022-09-29,Support Specialist,Support,101495.0,2026-09-07 15:41:39.186659
1519,E1592,termination,2026-08-08,,,,2026-09-07 15:41:39.186659
1520,E1592,promotion,2024-06-13,Finance Analyst,Finance,131030.0,2026-09-07 15:41:39.186659
1521,E1592,transfer,2022-01-08,Data Engineer,Data,125734.0,2026-09-07 15:41:39.186659
1522,E1592,termination,2021-09-15,,,,2026-09-07 15:41:39.186659
1523,E1592,transfer,2022-11-09,Support Specialist,Support,138442.0,2026-09-07 15:41:39.186659
1524,E1593,promotion,2026-02-02,Product Manager,Product,127126.0,2026-09-07 15:41:39.186659
1525,E1593,transfer,2025-12-28,Sales Manager,Sales,138014.0,2026-09-07 15:41:39.186659
1526,E1593,termination,2026-03-30,,,,2026-09-07 15:41:39.186659
1527,E1594,termination,2025-05-15,,,,2026-09-07 15:41:39.186659
1528,E1595,transfer,2018-08-19,Sales Manager,Sales,93478.0,2026-09-07 15:41:39.186659
1529,E1595,termination,2020-10-24,,,,2026-09-07 15:41:39.186659
1530,E1595,transfer,2018-12-20,Support Specialist,Support,88831.0,2026-09-07 15:41:39.186659
1531,E1595,promotion,2021-03-28,Support Specialist,Support,85802.0,2026-09-07 15:41:39.186659
1532,E1596,salary_change,2022-02-01,,,80403.0,2026-09-07 15:41:39.186659
1533,E1596,salary_change,2021-12-15,,,101085.0,2026-09-07 15:41:39.186659
1534,E1596,transfer,2026-01-23,Data Engineer,Data,103484.0,2026-09-07 15:41:39.186659
1535,E1596,salary_change,2021-12-20,,,80822.0,2026-09-07 15:41:39.186659
1536,E1597,salary_change,2024-04-20,,,98309.0,2026-09-07 15:41:39.186659
1537,E1597,transfer,2024-10-17,Software Engineer,Engineering,119035.0,2026-09-07 15:41:39.186659
1538,E1597,salary_change,2026-06-08,,,93285.0,2026-09-07 15:41:39.186659
1539,E1598,transfer,2019-04-07,HR Specialist,HR,82547.0,2026-09-07 15:41:39.186659
1540,E1598,transfer,2018-09-09,HR Specialist,HR,82964.0,2026-09-07 15:41:39.186659
1541,E1598,salary_change,2019-04-09,,,69476.0,2026-09-07 15:41:39.186659
1542,E1599,termination,2024-04-06,,,,2026-09-07 15:41:39.186659
1543,E1599,salary_change,2023-04-29,,,82460.0,2026-09-07 15:41:39.186659
1544,E1600,transfer,2019-05-06,Finance Analyst,Finance,78097.0,2026-09-07 15:41:39.186659
1545,E1600,salary_change,2023-01-23,,,71520.0,2026-09-07 15:41:39.186659
1546,E1600,promotion,2024-08-03,Product Manager,Product,70855.0,2026-09-07 15:41:39.186659
1547,E1600,termination,2019-12-23,,,,2026-09-07 15:41:39.186659
1548,E1601,transfer,2026-08-26,HR Specialist,HR,94156.0,2026-09-07 15:41:39.186659
1549,E1601,termination,2023-08-23,,,,2026-09-07 15:41:39.186659
1550,E1602,salary_change,2024-08-13,,,161222.0,2026-09-07 15:41:39.186659
1551,E1603,promotion,2021-06-27,Software Engineer,Engineering,99667.0,2026-09-07 15:41:39.186659
1552,E1603,termination,2021-07-25,,,,2026-09-07 15:41:39.186659
1553,E1603,salary_change,2020-09-06,,,96330.0,2026-09-07 15:41:39.186659
1554,E1603,transfer,2022-07-15,Support Specialist,Support,87985.0,2026-09-07 15:41:39.186659
1555,E1604,promotion,2021-12-05,Sales Manager,Sales,92645.0,2026-09-07 15:41:39.186659
1556,E1604,termination,2021-03-05,,,,2026-09-07 15:41:39.186659
1557,E1604,transfer,2020-09-07,Sales Manager,Sales,96215.0,2026-09-07 15:41:39.186659
1558,E1604,promotion,2023-10-18,Finance Analyst,Finance,89595.0,2026-09-07 15:41:39.186659
1559,E1604,promotion,2018-12-10,Product Manager,Product,102958.0,2026-09-07 15:41:39.186659
1560,E1605,termination,2026-01-13,,,,2026-09-07 15:41:39.186659
1561,E1605,promotion,2026-02-07,Product Manager,Product,68469.0,2026-09-07 15:41:39.186659
1562,E1605,transfer,2026-05-05,Sales Manager,Sales,65564.0,2026-09-07 15:41:39.186659
1563,E1605,termination,2026-09-04,,,,2026-09-07 15:41:39.186659
1564,E1605,promotion,2026-04-30,Sales Manager,Sales,63538.0,2026-09-07 15:41:39.186659
1565,E1606,salary_change,2023-10-23,,,77674.0,2026-09-07 15:41:39.186659
1566,E1606,salary_change,2024-03-22,,,92178.0,2026-09-07 15:41:39.186659
1567,E1606,promotion,2024-11-23,Data Engineer,Data,91172.0,2026-09-07 15:41:39.186659
1568,E1607,transfer,2024-12-02,Sales Manager,Sales,122967.0,2026-09-07 15:41:39.186659
1569,E1608,termination,2025-04-13,,,,2026-09-07 15:41:39.186659
1570,E1608,salary_change,2018-11-14,,,59718.0,2026-09-07 15:41:39.186659
1571,E1608,salary_change,2024-12-10,,,59740.0,2026-09-07 15:41:39.186659
1572,E1608,salary_change,2023-12-01,,,52941.0,2026-09-07 15:41:39.186659
1573,E1608,promotion,2020-03-15,Software Engineer,Engineering,58811.0,2026-09-07 15:41:39.186659
1574,E1609,salary_change,2020-01-16,,,85640.0,2026-09-07 15:41:39.186659
1575,E1609,promotion,2024-03-12,HR Specialist,HR,78583.0,2026-09-07 15:41:39.186659
1576,E1610,salary_change,2021-11-29,,,85698.0,2026-09-07 15:41:39.186659
1577,E1610,promotion,2026-04-02,Product Manager,Product,84047.0,2026-09-07 15:41:39.186659
1578,E1610,transfer,2022-02-03,Software Engineer,Engineering,92550.0,2026-09-07 15:41:39.186659
1579,E1610,transfer,2022-04-29,Data Engineer,Data,98201.0,2026-09-07 15:41:39.186659
1580,E1610,promotion,2024-04-24,HR Specialist,HR,92628.0,2026-09-07 15:41:39.186659
1581,E1611,salary_change,2024-02-24,,,127789.0,2026-09-07 15:41:39.186659
1582,E1611,promotion,2025-07-04,HR Specialist,HR,148616.0,2026-09-07 15:41:39.186659
1583,E1611,promotion,2026-04-01,Support Specialist,Support,166995.0,2026-09-07 15:41:39.186659
1584,E1611,promotion,2024-10-18,Support Specialist,Support,147732.0,2026-09-07 15:41:39.186659
1585,E1612,transfer,2026-02-09,Data Engineer,Data,59646.0,2026-09-07 15:41:39.186659
1586,E1612,termination,2026-07-28,,,,2026-09-07 15:41:39.186659
1587,E1612,promotion,2026-02-23,HR Specialist,HR,58776.0,2026-09-07 15:41:39.186659
1588,E1612,promotion,2026-05-01,HR Specialist,HR,63902.0,2026-09-07 15:41:39.186659
1589,E1614,salary_change,2025-10-12,,,78007.0,2026-09-07 15:41:39.186659
1590,E1614,promotion,2025-11-03,Support Specialist,Support,92314.0,2026-09-07 15:41:39.186659
1591,E1614,transfer,2026-04-30,Software Engineer,Engineering,86922.0,2026-09-07 15:41:39.186659
1592,E1614,salary_change,2025-11-30,,,73265.0,2026-09-07 15:41:39.186659
1593,E1616,termination,2017-11-22,,,,2026-09-07 15:41:39.186659
1594,E1616,termination,2021-05-29,,,,2026-09-07 15:41:39.186659
1595,E1617,salary_change,2025-01-24,,,129120.0,2026-09-07 15:41:39.186659
1596,E1617,salary_change,2026-06-04,,,117632.0,2026-09-07 15:41:39.186659
1597,E1618,transfer,2021-07-11,Finance Analyst,Finance,145784.0,2026-09-07 15:41:39.186659
1598,E1618,promotion,2023-10-29,Sales Manager,Sales,175077.0,2026-09-07 15:41:39.186659
1599,E1618,termination,2024-06-25,,,,2026-09-07 15:41:39.186659
1600,E1618,salary_change,2022-03-28,,,140538.0,2026-09-07 15:41:39.186659
1601,E1619,transfer,2021-11-18,Finance Analyst,Finance,107825.0,2026-09-07 15:41:39.186659
1602,E1620,termination,2023-10-19,,,,2026-09-07 15:41:39.186659
1603,E1620,promotion,2026-01-22,Data Engineer,Data,66775.0,2026-09-07 15:41:39.186659
1604,E1620,salary_change,2023-09-23,,,63826.0,2026-09-07 15:41:39.186659
1605,E1621,transfer,2016-04-30,Product Manager,Product,91745.0,2026-09-07 15:41:39.186659
1606,E1622,salary_change,2026-02-23,,,107062.0,2026-09-07 15:41:39.186659
1607,E1623,transfer,2020-03-26,Support Specialist,Support,90140.0,2026-09-07 15:41:39.186659
1608,E1623,transfer,2018-01-07,Data Engineer,Data,81365.0,2026-09-07 15:41:39.186659
1609,E1624,promotion,2026-08-15,HR Specialist,HR,111487.0,2026-09-07 15:41:39.186659
1610,E1624,salary_change,2026-04-02,,,85117.0,2026-09-07 15:41:39.186659
1611,E1626,salary_change,2021-10-17,,,56615.0,2026-09-07 15:41:39.186659
1612,E1626,termination,2023-12-17,,,,2026-09-07 15:41:39.186659
1613,E1626,termination,2023-12-17,,,,2026-09-07 15:41:39.186659
